"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.3555512604657e-10,0.564171126244597,0.519,0.497,3.54354654998339e-06,"0","RPS13"
2.09457957146853e-10,0.369839933900849,0.633,0.619,5.47544045777589e-06,"0","RPLP1"
2.10634686921577e-10,0.659818189386812,0.457,0.421,5.50620135081695e-06,"0","SERF2"
2.16053266438473e-10,0.615590020107948,0.501,0.482,5.64784843796813e-06,"0","UBA52"
2.69978358488252e-10,0.605356018975472,0.349,0.276,7.05750426924138e-06,"0","AIF1"
8.64913766630187e-10,0.541839700620915,0.489,0.453,2.26097107734797e-05,"0","RPS5"
3.51624329623433e-09,0.374465134088763,0.625,0.623,9.19181160068617e-05,"0","RPL11"
5.58163596085191e-09,0.622996255977689,0.474,0.455,0.00014590954565263,"0","RPL27"
5.63137269342838e-09,0.398545130541069,0.601,0.588,0.000147209713578911,"0","MYL6"
2.76522270695557e-08,0.457696194503835,0.552,0.562,0.000722856867825255,"0","RPL34"
3.79909642145818e-08,0.373656007114226,0.571,0.537,0.000993121795533383,"0","OAZ1"
6.82027531726884e-08,0.488979385196994,0.469,0.437,0.00178288817068725,"0","S100A4"
7.23570686774428e-08,0.547810694286265,0.418,0.379,0.00189148613229703,"0","PLAC8"
7.30916405151388e-07,0.290745952401767,0.669,0.68,0.0191068857470624,"0","RPL19"
1.18672177360829e-06,0.614147872647905,0.317,0.274,0.0310220938838943,"0","GPX1"
5.37240827271682e-06,0.287604639545048,0.587,0.546,0.14044012465709,"0","SRGN"
5.6390584340806e-06,0.437176420062955,0.481,0.462,0.147410626525301,"0","IFI6"
7.78211801855349e-06,0.317831912624134,0.572,0.585,0.203432347123007,"0","RPS16"
8.16635704872008e-06,0.455433282034554,0.477,0.479,0.213476739610592,"0","RPS21"
1.02073882553043e-05,0.342572366618797,0.568,0.571,0.26683133638191,"0","RPL8"
7.31202749183616e-05,0.546673774954291,0.385,0.375,1,"0","RPL18A"
0.000122308543142359,0.460747800732455,0.316,0.276,1,"0","CST3"
0.000128066674530364,0.425615538264933,0.466,0.47,1,"0","RPS29"
0.000131467288739678,0.429573860997193,0.473,0.484,1,"0","RPL35A"
0.000141171398286292,0.491793129805333,0.432,0.438,1,"0","RPS15"
0.000288093606236245,0.376496227195281,0.453,0.458,1,"0","RPL32"
0.000360653654711728,0.283418009681791,0.593,0.623,1,"0","RPL27A"
0.000638525492147639,0.263500608074114,0.327,0.293,1,"0","HLA-DRA"
0.00145113305641635,0.406145310955428,0.412,0.422,1,"0","RPL23"
0.00171898579563346,0.39935520736575,0.443,0.459,1,"0","RPL15"
0.00190112869069041,0.288908241794639,0.512,0.537,1,"0","RPS4X"
0.0020115260003273,0.311135557722746,0.508,0.532,1,"0","RPL14"
0.00262287095344879,0.270077054827135,0.572,0.601,1,"0","RPL18"
0.00501261725855451,0.271306010786506,0.479,0.487,1,"0","HSPA5"
0.00588932715019039,0.381695762920939,0.422,0.418,1,"0","ANXA1"
0.00666876174274489,0.474087876910021,0.268,0.249,1,"0","FPR1"
0.00678148496711147,0.252884866651403,0.568,0.589,1,"0","RPS2"
0.0084011865752041,0.343733133374938,0.405,0.407,1,"0","RPLP0"
0,2.61115049189102,0.824,0.211,0,"1","PRF1"
0,2.48204887217045,0.747,0.194,0,"1","GZMB"
2.01903625522121e-302,2.3172547272388,0.765,0.231,5.27796267477376e-298,"1","GNLY"
1.98355634911645e-280,1.79108214758859,0.889,0.37,5.18521465222532e-276,"1","SYNE2"
4.99250715014621e-254,1.86703826531164,0.821,0.328,1.30509129411972e-249,"1","SYNE1"
